,0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
1261989,4,1998736330,Mon Jun 01 19:02:30 PDT 2009,NO_QUERY,AllieCee,Planning a Party hardy for the weekend  moooowal yeeeah 
112168,0,1825363510,Sun May 17 05:25:22 PDT 2009,NO_QUERY,alexrapa,@curtis I miss you 
1491534,4,2069120499,Sun Jun 07 15:17:56 PDT 2009,NO_QUERY,lovenadav,Firefox and Google Chrome Video Ads http://bit.ly/jVXhV  firefox is better 
466609,0,2175596657,Mon Jun 15 01:26:22 PDT 2009,NO_QUERY,chazdies,wishes he would stop getting anxious for no reason. 
325428,0,2007304912,Tue Jun 02 12:27:03 PDT 2009,NO_QUERY,dotcom3,@lsealy XP on the Mac....so sad   I guess it's better than Vista on a Mac.  How big is your hard-drive?
1080559,4,1968300469,Fri May 29 21:09:32 PDT 2009,NO_QUERY,lavenlove,okay...why is michael jackson 'heartbreak hotel' on bet1? Love it...he's brown skinned here  Whooo!
935834,4,1792844674,Thu May 14 00:26:32 PDT 2009,NO_QUERY,SpringMaven,@playme1on1 Buy Mavs! dirk i guess its not yet your time 
370696,0,2050207129,Fri Jun 05 18:15:30 PDT 2009,NO_QUERY,Mapes84,I am watching a james bond movie   boo.
1328848,4,2015582821,Wed Jun 03 05:02:04 PDT 2009,NO_QUERY,piajimenez,"@iloveIannaHorta Until night, I guess. We'll wait for you "
654684,0,2239561081,Fri Jun 19 08:41:36 PDT 2009,NO_QUERY,cherrybitch,enngh. stomach ache. 
830968,4,1557375654,Sun Apr 19 03:43:55 PDT 2009,NO_QUERY,catiams,@tommcfly @tommcfly why dont you log into good old myspace and write a blog telling us how the Amesterdam gig was? that would be nice 
1277724,4,2001353812,Tue Jun 02 00:36:36 PDT 2009,NO_QUERY,gtangjr,@Lakers Wouls love to know more about tickets that are somewhat affordable. 
591776,0,2217759348,Wed Jun 17 21:20:25 PDT 2009,NO_QUERY,JamieDawn82,Off to bed. Hopefully i can find a comfortable position to sleep in since i can't find my heatin pad. My back's sure hurtin though 
1529047,4,2177501826,Mon Jun 15 06:13:07 PDT 2009,NO_QUERY,ASHfaure,:@ddlovato  I love ur Music Band  i was in the same hotel in paris 
300895,0,1998461127,Mon Jun 01 18:35:11 PDT 2009,NO_QUERY,AlluN33DisL0v3,ahh not cool  my mum says i need to put ice on my back and neck for the pain to go away! damn pool Dx
1591787,4,2191630266,Tue Jun 16 05:40:07 PDT 2009,NO_QUERY,SmileyRose,#haveyouever   I love that song by S-Club...'Have You Ever'. 
986062,4,1834534300,Mon May 18 03:18:04 PDT 2009,NO_QUERY,nuimaccess,@niamhvus No prob. We like to mix it up. 
321388,0,2003724160,Tue Jun 02 07:02:25 PDT 2009,NO_QUERY,manic_nimrod,Thoughts to families of the passengers on flight 447. 
1307622,4,2012502627,Tue Jun 02 20:46:02 PDT 2009,NO_QUERY,MattReeves17,"Wow, I have had 21 thumbs up's so far. Thanks guys! I just need 39 more and my novel will be in the TOP 5!  You guys are the best! "
209029,0,1973868894,Sat May 30 11:59:36 PDT 2009,NO_QUERY,_Yannic_,offline  
427169,0,2063685328,Sun Jun 07 03:40:14 PDT 2009,NO_QUERY,ToRiHale,eek left computer on all nite accidently fell asleep gota revise physics tech n music now cudnt find the physics paper  anyway cya
1299333,4,2006038209,Tue Jun 02 10:33:42 PDT 2009,NO_QUERY,seblagg,@adrianec I am going to buy it in an hour and half. I like the experience of going to an actual store 
1403466,4,2054875597,Sat Jun 06 08:15:29 PDT 2009,NO_QUERY,frodosghost,"@tdm911 : Note, that last tweet is not considered a recommendation. "
1428654,4,2059600077,Sat Jun 06 17:15:30 PDT 2009,NO_QUERY,sten0nger,@frozenilly wow  well that is good news dude xD im on your dad 
69237,0,1693204422,Sun May 03 21:51:15 PDT 2009,NO_QUERY,kellyhalluch,Night night!! Going home tomorrow morning  but back on wednesday :p haha
60823,0,1686521386,Sun May 03 05:46:55 PDT 2009,NO_QUERY,BaltimoreGal, Leaving. Unhappy about it but if I walk 4M in rain I will get sick. Sad tho.
820111,4,1553616257,Sat Apr 18 14:44:57 PDT 2009,NO_QUERY,only_jay,Has had such a good end to the week. Met Papa Roach and ace night last night 
193556,0,1970102007,Sat May 30 02:27:46 PDT 2009,NO_QUERY,NeZ_Talk,.. gonna miss Jay Leno  .. he just was THE best for the Tonoght Show ..
855298,4,1573546547,Tue Apr 21 01:41:14 PDT 2009,NO_QUERY,jaydotrain,@TatianaToT ps i added you on Facebook.. you're not gonna give me ur &quot;stayupallnightandtwitandcultureshock-itis!&quot; 
66236,0,1691410525,Sun May 03 17:48:04 PDT 2009,NO_QUERY,therocco,@darfawnda you're just trying to make me jealous. 
1512345,4,2175212223,Mon Jun 15 00:22:37 PDT 2009,NO_QUERY,prezio,"After long weekend, I need to relax  how it is that after a 4 days holiday we need another day to rest"
1483995,4,2067585904,Sun Jun 07 12:36:23 PDT 2009,NO_QUERY,consumedby,lunch with family! 
414388,0,2060812072,Sat Jun 06 19:37:31 PDT 2009,NO_QUERY,seijisama,@hkylene87 Hey! I'm near Tumalo! (Gpa's funeral today.  )
1125672,4,1974889770,Sat May 30 14:01:25 PDT 2009,NO_QUERY,MarkBurden,Back from Thorpe Park. Was good 
871103,4,1678574152,Sat May 02 07:07:39 PDT 2009,NO_QUERY,jodi_lynn,running outside is a nice thing 
347973,0,2016634522,Wed Jun 03 07:06:34 PDT 2009,NO_QUERY,TizzyG,One of my best friends is moving to Arizona today  I need a hug *sniffles*
312380,0,2001516872,Tue Jun 02 01:08:39 PDT 2009,NO_QUERY,schaeferj89,@EskimoJoelted @Mickystarship @EskimoJoelted haha hey! thanks for listening to me today - i was pretty shit - not feeling the best 
1493130,4,2069436130,Sun Jun 07 15:52:33 PDT 2009,NO_QUERY,savsav,Seven years and riane just figured out there was a tray under the toaster haha. 
781196,0,2323355017,Thu Jun 25 00:27:30 PDT 2009,NO_QUERY,Bizaaa,If you see 3 dead raccoons on 675....my fault... 
987601,4,1834679765,Mon May 18 03:50:19 PDT 2009,NO_QUERY,najmi,"says woah, http://forum.gamerzunite.net/ forum for gamerz out there  http://plurk.com/p/uja7g"
1324351,4,2014999107,Wed Jun 03 03:23:00 PDT 2009,NO_QUERY,Ewoodite,@shotgunxsarah Thank you - I'm sure I will - I'm soooo excited 
385308,0,2053577780,Sat Jun 06 05:02:13 PDT 2009,NO_QUERY,holborner,"paying $4 an hour internet, it should be faster than this "
12825,0,1551997306,Sat Apr 18 10:31:05 PDT 2009,NO_QUERY,Allie7479,"im lonely  keep me company! 22 female, Duluth - Minnesota"
1330441,4,2015815244,Wed Jun 03 05:34:38 PDT 2009,NO_QUERY,franklyswazi,@Trixiekitten coffe is over rated...as are early mornings 
619701,0,2228054161,Thu Jun 18 13:57:55 PDT 2009,NO_QUERY,ZachFace,"@MilkGrenades yeah, he passed yesterday  kidney failure"
769389,0,2301384927,Tue Jun 23 15:22:16 PDT 2009,NO_QUERY,Covergirl422,@ddubslove Awww I'm so jealous. Wish I had the oppurtunity to go 
1369218,4,2050756118,Fri Jun 05 19:14:14 PDT 2009,NO_QUERY,monmen07,@KkkSizzle I want to see you!! We must kwentosize!!! 
516572,0,2191099450,Tue Jun 16 04:31:07 PDT 2009,NO_QUERY,patannlovesyou,i'm out! gonna check my facebook. please!!!!!!!!!!answer my tweets... 
1402977,4,2054797493,Sat Jun 06 08:06:11 PDT 2009,NO_QUERY,Kat_Attack,@Sandr0 that would of been cool  U gotta visit sometime xx
123669,0,1833952605,Mon May 18 01:03:52 PDT 2009,NO_QUERY,Kellynewton27,Im in london for a few days got to find some ting to do 
452428,0,2070021329,Sun Jun 07 16:57:39 PDT 2009,NO_QUERY,TiffanyJonas395,100th update!!!! and it has to stink... I just remembered I have school tomorrow!  I still need to do homework...
791158,0,2325873966,Thu Jun 25 06:12:08 PDT 2009,NO_QUERY,Goldenrod502,Reese is going to the animal shelter today   just be smart about choices in the future like this
1454901,4,2063365524,Sun Jun 07 02:22:00 PDT 2009,NO_QUERY,xXJas0nXx,i misss amy 
648212,0,2236972525,Fri Jun 19 04:55:54 PDT 2009,NO_QUERY,DimieCat,Someone tell me how to become a perfect woman... I've just burned myself with a frying pan 
893856,4,1692057415,Sun May 03 19:11:09 PDT 2009,NO_QUERY,lynnbird,resting up after Derby. Had fun and won a little money too! 
1488227,4,2068456852,Sun Jun 07 14:06:40 PDT 2009,NO_QUERY,missdonax,i feel sooo clever 
52008,0,1679243132,Sat May 02 08:53:13 PDT 2009,NO_QUERY,WildEarth,The Black Rhino is the True Big 5 but they are so rare anymore  that WE are using the White Rhino in it's place.
98531,0,1793329267,Thu May 14 02:16:10 PDT 2009,NO_QUERY,AmeeBabes,My feet are killing me from all that walking around the shops! I can't believe after being so excited I forgot to go into the apple shop! 
529564,0,2195512818,Tue Jun 16 11:13:54 PDT 2009,NO_QUERY,livetosingxo,@birdrage heyyy sorrry  i've already planned to go with my friends ahead of time!
384148,0,2053350144,Sat Jun 06 04:14:04 PDT 2009,NO_QUERY,dessey,"@yonaa ada di PIM1 tapi cuma quick grab and go trip, can't make it to the #coffeeTU  say hi to everyone!"
11967,0,1551606565,Sat Apr 18 09:30:08 PDT 2009,NO_QUERY,Music_Al,this weekend will consist of my trying to write my research paper... oooo so much fun 
312982,0,2001648985,Tue Jun 02 01:35:34 PDT 2009,NO_QUERY,Amikeen,"Home from college, ready to shower n do some pit stop news scripting  oh and clean up my flat  ..."
718487,0,2260312490,Sat Jun 20 19:00:58 PDT 2009,NO_QUERY,robyncolleen,hopefully jnuo tempe will make sbeteer careers moves than year one in the future ...  not even gonna try an fix the erros
933406,4,1791856825,Wed May 13 21:19:21 PDT 2009,NO_QUERY,rwallen,@kickstarter I started a project  Thanks for the great service and the invite to use it. http://bit.ly/BwVSK
419078,0,2061907944,Sat Jun 06 21:53:17 PDT 2009,NO_QUERY,vivinyvil,later zuzu lagi pergi. adoi... bye everyone tinggal kan i ha today.. what a lonely day 
1291012,4,2002830807,Tue Jun 02 05:16:01 PDT 2009,NO_QUERY,Dayngr,@Tojosan come on over. U can be on bass guitar. 
860127,4,1676283653,Fri May 01 21:35:46 PDT 2009,NO_QUERY,zanidia,"baby, what film should i watch today? yes man, music &amp; lyrics, marley &amp; me, bride wars orrrrrrrrrrrr sweet home alabama? chick flick day! "
1331989,4,2016104619,Wed Jun 03 06:10:30 PDT 2009,NO_QUERY,Lester_R,@leeezo99 LOL  Twitter is VERY VERY addictive 
950421,4,1823993755,Sat May 16 23:40:20 PDT 2009,NO_QUERY,hollyschean,@DAGREATDJM  i wish you could send some pics 
97539,0,1793004485,Thu May 14 01:00:47 PDT 2009,NO_QUERY,C_S15,@Gastos84 You LUCKY (expletive) All I got in my email was more spam! 
1423505,4,2058706805,Sat Jun 06 15:28:22 PDT 2009,NO_QUERY,oyeah09,gots a new phone!!  text me 1-765-610-9389
268544,0,1989428648,Mon Jun 01 01:30:18 PDT 2009,NO_QUERY,ShadowLOD,@taki_serbia  good morning... Study for me today  pfff.. i wont have time not even for poophing
903503,4,1694628304,Mon May 04 03:28:29 PDT 2009,NO_QUERY,barnstormed,"@gemma_bessant  Yeah, thats mostly how I feel about make-up   The sleep part, not the vrooom vrooom part..."
122959,0,1833817012,Mon May 18 00:33:44 PDT 2009,NO_QUERY,rudyorozco88,ugh im so bored and i havent been alone at night in like months and i realize now being along is very lonely 
76916,0,1695916100,Mon May 04 07:13:38 PDT 2009,NO_QUERY,mmmeghan,"@bobshrunkle When I clicked on that link, I expected to see a picture of myself or my Facebook...something. "
599582,0,2220703971,Thu Jun 18 03:46:01 PDT 2009,NO_QUERY,sofie_tofie,off to face my exam now 
1002884,4,1880257536,Fri May 22 00:36:56 PDT 2009,NO_QUERY,LoonyBookworm,first movie stills of New Moon. Cool  http://bit.ly/1xsz0v /
1025285,4,1883453169,Fri May 22 08:34:32 PDT 2009,NO_QUERY,caniszczyk,is sleepless in Amsterdamn... this place is like a timewarp  #fb
896563,4,1693057692,Sun May 03 21:27:11 PDT 2009,NO_QUERY,leahmariecohen,is cuddling on the couch with justin 
403735,0,2058254984,Sat Jun 06 14:34:31 PDT 2009,NO_QUERY,mdk63,@lala022 I wont be at the game.    My daughter is playing a dbl hdr for championship!  I'm bummed abot the game but wouldn't miss my  ...
999640,4,1836518785,Mon May 18 08:08:28 PDT 2009,NO_QUERY,lexxirenee,@Zukumimefuok drive in movies sound fun  @ chelsea's skipping with victoria and chels. im sooo tired. off today 
1207610,4,1988723912,Sun May 31 23:11:22 PDT 2009,NO_QUERY,zackoid,"@eilidhbaileyg Yea i know! hey, you're in the future and i'm still in the past. I think this is cool cause we can talk at the same time! "
860791,4,1676483823,Fri May 01 22:10:55 PDT 2009,NO_QUERY,wiljohns,forgot I hung some wet ones in the bathroom!  I'm off
711015,0,2258095180,Sat Jun 20 15:22:44 PDT 2009,NO_QUERY,beckobecks86,Hoping my little ratty can pull through 
870339,4,1678360304,Sat May 02 06:27:15 PDT 2009,NO_QUERY,fashionesedaily,"Pengiritan utk beli tasnya PLA yahh?.. @yustina. I know I wish the price is a bit more friendlier, I keep telling myself it's worth it "
1089815,4,1969738902,Sat May 30 01:02:57 PDT 2009,NO_QUERY,brianwelburn,Something money can't  buy ? http://twitpic.com/68ts1 A Cub Porsche - Customized ! 
86383,0,1754098316,Sun May 10 04:58:14 PDT 2009,NO_QUERY,xCraziiChiicax,Cutting my nails. The one thing I don't like about piano.... 
945865,4,1822467242,Sat May 16 19:38:43 PDT 2009,NO_QUERY,samkrishna,"@adriarichards Some days, I think you live at stumbleupon. "
629747,0,2231751262,Thu Jun 18 18:58:58 PDT 2009,NO_QUERY,leblanc74,@Finnspace I just noticed I don't have any friends either.  My wife said that was more like the real number!  
290042,0,1995214452,Mon Jun 01 13:07:55 PDT 2009,NO_QUERY,jinoopan,@pauloxz Another sad person here. 
531587,0,2196377122,Tue Jun 16 12:23:31 PDT 2009,NO_QUERY,Chazzaface,AMELIA I'M SO PROUD OF YOU! gahhh I'ma miss you so much baby 
896058,4,1692891273,Sun May 03 21:01:59 PDT 2009,NO_QUERY,TraverseTown,@agoodfried Congrats. May birthdays are great. 
1216370,4,1989631635,Mon Jun 01 02:14:40 PDT 2009,NO_QUERY,AitamiIkimo,CAN TOTALLY FACEBOOK FROM MY PHONE FOR THREE MONTHS FREE. GWAHAHAHA. 
1234861,4,1992478758,Mon Jun 01 08:49:12 PDT 2009,NO_QUERY,riotori,@sadiestar oh how exciting!! im well up for that !  random indeeeeed
667570,0,2245649867,Fri Jun 19 16:26:23 PDT 2009,NO_QUERY,marixa310,just here workng again. i forgot my book  wat ma i going to do?
1334186,4,2016638586,Wed Jun 03 07:06:59 PDT 2009,NO_QUERY,jejejejen,Sometimes you do things out of irrationality.. but sometimes the reason behind you do things is that you really wanted to do it.  HAHAHA
1557157,4,2185534372,Mon Jun 15 17:31:31 PDT 2009,NO_QUERY,StineMariell,"@MichaelMillman Lovely indeed I'll say... Not me against, just interesting and really something "
354561,0,2039772781,Thu Jun 04 22:46:10 PDT 2009,NO_QUERY,StarChild1981,@donniewahlberg I miss Twisted. 
496067,0,2185436736,Mon Jun 15 17:22:48 PDT 2009,NO_QUERY,iLianiuzh,why my life has to be in tht way when we talk about boysz why GOD WHY I DO TO DESERVE THIS WHHHHHHHHHYYYY?  
1520865,4,2176254038,Mon Jun 15 03:21:27 PDT 2009,NO_QUERY,Jackie_West,Jackie West with your traffic... no accidents or delays at this time... but we do have plenty of bugs 
948227,4,1823354092,Sat May 16 21:44:59 PDT 2009,NO_QUERY,ticai,am watching ASAP while surfing the net! oh yeaba! 
1261039,4,1998494189,Mon Jun 01 18:38:32 PDT 2009,NO_QUERY,christina_tina7,chillin with ashley and friends! 
838239,4,1559008539,Sun Apr 19 10:00:36 PDT 2009,NO_QUERY,amykay1,@BevyJean72  I'm hoping so...maybe I can pay for a hotel room with the sales LOL!!!
270397,0,1989820274,Mon Jun 01 02:55:42 PDT 2009,NO_QUERY,tasharulezd00d,up so so early for no reason  I have to get out of bed in an hour... nice. I'm not even sleepy right now :x
1341607,4,2031913474,Thu Jun 04 10:30:03 PDT 2009,NO_QUERY,jbbuddies,What time is it.? Summer time.! 
847564,4,1564605721,Mon Apr 20 04:14:20 PDT 2009,NO_QUERY,JonScrivens,"@atebits Congrats on the launch, it looks lovely. I look forward to using it "
1019998,4,1882300675,Fri May 22 06:37:12 PDT 2009,NO_QUERY,notperfectisgud,why must The West Wing be so awesome?? I need the complete series dvd collection in my life! please! 
988061,4,1834727242,Mon May 18 04:00:13 PDT 2009,NO_QUERY,grabule,Welcome to all new followers 
891735,4,1690942514,Sun May 03 16:44:01 PDT 2009,NO_QUERY,B_denae,ordered sb's late birthday gift its awesome i hope he likes it 
764694,0,2299019843,Tue Jun 23 12:24:04 PDT 2009,NO_QUERY,SweetXia,ugh it's that time of the day when i get too hungry... 
943512,4,1795087499,Thu May 14 07:08:07 PDT 2009,NO_QUERY,nathanielpayne,"@Mr_GT_Chris Rumor-tagged and front-paged. Good stuff there, Chris. "
261175,0,1985851796,Sun May 31 17:53:38 PDT 2009,NO_QUERY,TehBestEver,@kywagner =o! im trying!! lol  why are you lonely babe. anything i can do?
961964,4,1827197318,Sun May 17 10:11:56 PDT 2009,NO_QUERY,You2Gov,@AriMelber If you are DJing American Politics then collectively we Twitter poli-geeks must be at the poli-palooza online 
706964,0,2256849448,Sat Jun 20 13:24:03 PDT 2009,NO_QUERY,wootwootman,@tysiphonehelp No problems jailbreaking because the damm video won't play on my iPod 
1386740,4,2052864145,Sat Jun 06 02:19:28 PDT 2009,NO_QUERY,CynicAtLarge,"@JustPlayDolls On this, we can both agree! "
1478678,4,2066520602,Sun Jun 07 10:40:33 PDT 2009,NO_QUERY,LilMsAmazing,on my way to kroger then to the pool.  waiting on a tea at mcdon.
926721,4,1755742346,Sun May 10 09:54:44 PDT 2009,NO_QUERY,Ruth_Z,@pamgtheriot  tnx sis 
439353,0,2066416593,Sun Jun 07 10:28:50 PDT 2009,NO_QUERY,JennNic,samantha ronson should tweet more! 
901406,4,1694236858,Mon May 04 01:42:05 PDT 2009,NO_QUERY,Sunshineliron,"@FaithfulChosen So-so, thanks  I've uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??"
964341,4,1827517807,Sun May 17 10:52:48 PDT 2009,NO_QUERY,Caroline_S,@cathy_w the Tooth Fairy had a ball 
637308,0,2234157488,Thu Jun 18 22:31:56 PDT 2009,NO_QUERY,TraytablesTrvls,"starting to feel the jetlag. Blockout blinds in hotel room broken. Gave koalas a miss, no cuddling allowed in NSW! "
1134887,4,1976424853,Sat May 30 17:18:01 PDT 2009,NO_QUERY,ACRead,@e_bookpushers sounds lik a fun time. 
1485418,4,2067861229,Sun Jun 07 13:05:12 PDT 2009,NO_QUERY,heycaitie,is going on a picnic 
603130,0,2221574912,Thu Jun 18 05:38:13 PDT 2009,NO_QUERY,leamakepeace,i want my visa 
256543,0,1984748809,Sun May 31 15:43:52 PDT 2009,NO_QUERY,TizBanana,@BecaBear I wish it was still the weekend 
905311,4,1695055809,Mon May 04 05:03:39 PDT 2009,NO_QUERY,goffik,"@anthonyqkiernan Ha! PC and router have been off and on again many times, I assure you.  Funny thing is the laptop and phone connect fine!"
1416566,4,2057439412,Sat Jun 06 13:00:29 PDT 2009,NO_QUERY,Mjuzz,nanana bored. I have cherry coke 
518278,0,2191498226,Tue Jun 16 05:24:07 PDT 2009,NO_QUERY,KCartoski,Garbage can's lid is broken... it won't stay down.  Growl. Coffee now... or there will be serious consequences.
1102405,4,1970924411,Sat May 30 05:40:36 PDT 2009,NO_QUERY,jdav93,Aww..... The filming for New Moon is over.... I guess we'll just have to wait for November 20 to watch the movie... 
1007336,4,1880693637,Fri May 22 02:09:34 PDT 2009,NO_QUERY,seaneeboy,@Swineshead @calvinharris @AQA63336 @thedailydust @Brewrecords @bobbyllew @AxisPaul for a fairly eclectic #FollowFriday 
586606,0,2216017235,Wed Jun 17 18:55:48 PDT 2009,NO_QUERY,stephanieeyoung,farewell breakfast tomorrow.  Im gonna miss everyone so much. I love you guys.
457846,0,2071716665,Sun Jun 07 19:49:07 PDT 2009,NO_QUERY,Aasri_Kayy,"@BrianaJayy so jealous  Oh well,atleast my babe is happy."
1379795,4,2052171152,Fri Jun 05 23:52:42 PDT 2009,NO_QUERY,achrisnaples,@tolsonii: i expect a full review. 
111278,0,1825081697,Sun May 17 04:15:45 PDT 2009,NO_QUERY,Teddybearr,i hate that i am going to bed at 4:15 and i have to wake up at 7:15 fml   goodnight!
663617,0,2244190197,Fri Jun 19 14:25:17 PDT 2009,NO_QUERY,revareva,@Deedge ugh I know. Will we ever get it??? 
386994,0,2053910849,Sat Jun 06 06:03:28 PDT 2009,NO_QUERY,aubreyyleighh,"Ughh, it's too early! "
