,postId,Score,userId,ViewCount,CommentCount,Reputation,Views,UpVotes,DownVotes,outlier_col
1670,2128,41,183,0,2,22625,4069,2496,45,Score
1674,2303,10,183,0,0,22625,4069,2496,45,Score
1680,2432,13,183,1030,3,22625,4069,2496,45,Score
1681,2440,7,183,0,0,22625,4069,2496,45,Score
1683,2469,9,183,5812,0,22625,4069,2496,45,Score
1690,2777,19,183,2472,0,22625,4069,2496,45,Score
1691,2782,17,183,0,4,22625,4069,2496,45,Score
1692,2853,9,183,0,1,22625,4069,2496,45,Score
1697,2998,10,183,0,7,22625,4069,2496,45,Score
1698,3006,8,183,634,0,22625,4069,2496,45,Score
1699,3038,15,183,3712,4,22625,4069,2496,45,Score
1700,3044,9,183,0,1,22625,4069,2496,45,Score
1701,3081,8,183,0,4,22625,4069,2496,45,Score
1703,3180,7,183,225,4,22625,4069,2496,45,Score
1706,3466,23,183,10853,4,22625,4069,2496,45,Score
1707,3542,38,183,1548,9,22625,4069,2496,45,Score
1709,3730,47,183,49948,0,22625,4069,2496,45,Score
1710,3738,11,183,0,0,22625,4069,2496,45,Score
1717,4427,7,183,0,0,22625,4069,2496,45,Score
1718,4429,20,183,1199,2,22625,4069,2496,45,Score
1719,4466,26,183,672,1,22625,4069,2496,45,Score
1720,4467,10,183,0,1,22625,4069,2496,45,Score
1721,4472,8,183,0,2,22625,4069,2496,45,Score
1725,4898,7,183,1866,0,22625,4069,2496,45,Score
1726,5229,12,183,0,1,22625,4069,2496,45,Score
1727,5238,13,183,3751,2,22625,4069,2496,45,Score
1729,5249,16,183,470,6,22625,4069,2496,45,Score
1731,5418,39,183,1764,2,22625,4069,2496,45,Score
1732,5478,9,183,0,1,22625,4069,2496,45,Score
1735,5775,8,183,0,1,22625,4069,2496,45,Score
1739,7118,16,183,0,6,22625,4069,2496,45,Score
1742,7123,12,183,0,2,22625,4069,2496,45,Score
1745,7285,9,183,217,6,22625,4069,2496,45,Score
1748,7446,7,183,0,0,22625,4069,2496,45,Score
1757,8613,7,183,0,2,22625,4069,2496,45,Score
1758,8958,8,183,0,1,22625,4069,2496,45,Score
1759,8995,19,183,0,4,22625,4069,2496,45,Score
1760,9247,13,183,0,0,22625,4069,2496,45,Score
1763,9297,9,183,0,0,22625,4069,2496,45,Score
1765,9337,8,183,0,0,22625,4069,2496,45,Score
1772,9580,11,183,0,1,22625,4069,2496,45,Score
1774,9863,8,183,0,0,22625,4069,2496,45,Score
1775,9875,9,183,0,0,22625,4069,2496,45,Score
1782,10020,9,183,1271,0,22625,4069,2496,45,Score
1784,10079,32,183,37288,0,22625,4069,2496,45,Score
1786,10105,17,183,0,1,22625,4069,2496,45,Score
1804,11255,11,183,241,0,22625,4069,2496,45,Score
1805,11298,15,183,0,0,22625,4069,2496,45,Score
1806,11394,9,183,0,4,22625,4069,2496,45,Score
1809,11525,8,183,0,2,22625,4069,2496,45,Score
1813,11554,15,183,0,9,22625,4069,2496,45,Score
1823,11747,23,183,0,2,22625,4069,2496,45,Score
1825,12532,16,183,0,3,22625,4069,2496,45,Score
1828,12855,10,183,0,0,22625,4069,2496,45,Score
1831,13074,9,183,0,0,22625,4069,2496,45,Score
1833,13148,19,183,507,7,22625,4069,2496,45,Score
1835,13360,8,183,0,3,22625,4069,2496,45,Score
1837,13402,12,183,0,6,22625,4069,2496,45,Score
1838,13425,10,183,0,3,22625,4069,2496,45,Score
1853,14067,17,183,437,3,22625,4069,2496,45,Score
1855,14148,13,183,0,2,22625,4069,2496,45,Score
1856,14171,7,183,0,1,22625,4069,2496,45,Score
1858,14502,24,183,0,0,22625,4069,2496,45,Score
1862,15006,37,183,0,3,22625,4069,2496,45,Score
1863,15089,7,183,0,0,22625,4069,2496,45,Score
1867,15571,7,183,0,0,22625,4069,2496,45,Score
1876,15960,25,183,0,3,22625,4069,2496,45,Score
1882,16190,9,183,0,0,22625,4069,2496,45,Score
1884,16262,7,183,666,0,22625,4069,2496,45,Score
1890,16454,8,183,507,5,22625,4069,2496,45,Score
1892,16570,8,183,0,0,22625,4069,2496,45,Score
1895,16631,16,183,727,0,22625,4069,2496,45,Score
1897,16646,7,183,767,3,22625,4069,2496,45,Score
1898,16695,21,183,0,3,22625,4069,2496,45,Score
1906,16980,7,183,0,0,22625,4069,2496,45,Score
1911,17348,7,183,0,1,22625,4069,2496,45,Score
1946,29475,14,183,0,3,22625,4069,2496,45,Score
1947,29523,11,183,0,1,22625,4069,2496,45,Score
1948,30294,8,183,381,2,22625,4069,2496,45,Score
1949,30297,8,183,0,2,22625,4069,2496,45,Score
1950,30303,13,183,7307,12,22625,4069,2496,45,Score
1967,30981,18,183,0,1,22625,4069,2496,45,Score
1970,31615,34,183,0,6,22625,4069,2496,45,Score
1978,38007,10,183,0,0,22625,4069,2496,45,Score
1979,43272,11,183,0,1,22625,4069,2496,45,Score
1983,55929,7,183,420,2,22625,4069,2496,45,Score
1984,55932,8,183,0,0,22625,4069,2496,45,Score
2012,58765,9,183,2569,2,22625,4069,2496,45,Score
2013,58766,10,183,0,0,22625,4069,2496,45,Score
2015,59173,15,183,0,5,22625,4069,2496,45,Score
2021,61020,9,183,0,0,22625,4069,2496,45,Score
2025,61809,10,183,499,7,22625,4069,2496,45,Score
2031,63097,7,183,0,0,22625,4069,2496,45,Score
2036,63386,9,183,215,0,22625,4069,2496,45,Score
2066,71963,9,183,0,7,22625,4069,2496,45,Score
2074,79293,41,183,0,5,22625,4069,2496,45,Score
2079,89559,7,183,0,0,22625,4069,2496,45,Score
2090,111825,8,183,0,2,22625,4069,2496,45,Score
2092,205,12,187,543,0,446,69,6,0,Score
2099,2453,7,187,0,2,446,69,6,0,Score
2104,206,13,188,70255,1,211,19,2,0,Score
2106,738,46,188,0,1,211,19,2,0,Score
2108,263,8,190,0,6,1166,146,482,24,Score
2113,399,22,190,0,3,1166,146,482,24,Score
2120,521,7,190,0,0,1166,146,482,24,Score
2121,566,7,190,0,6,1166,146,482,24,Score
2122,573,10,190,1043,3,1166,146,482,24,Score
2126,723,7,190,1836,0,1166,146,482,24,Score
2129,3476,14,190,16090,0,1166,146,482,24,Score
2130,3695,9,190,3928,0,1166,146,482,24,Score
2134,216,9,191,483,0,313,16,8,0,Score
2135,222,26,191,36801,1,313,16,8,0,Score
2137,220,14,85,9481,2,176,25,3,0,Score
2138,224,8,128,1418,3,166,19,22,0,Score
2140,479,9,128,0,4,166,19,22,0,Score
2141,1726,27,128,0,6,166,19,22,0,Score
2142,225,7,196,617,2,6140,649,497,114,Score
2144,243,7,196,0,0,6140,649,497,114,Score
2148,305,27,196,2939,0,6140,649,497,114,Score
2149,362,14,196,25597,0,6140,649,497,114,Score
2150,575,14,196,6570,3,6140,649,497,114,Score
2151,577,79,196,22354,2,6140,649,497,114,Score
2153,608,19,196,1244,9,6140,649,497,114,Score
2169,1432,26,196,15463,3,6140,649,497,114,Score
2178,2132,11,196,0,0,6140,649,497,114,Score
2183,2396,8,196,0,0,6140,649,497,114,Score
2187,4052,12,196,1696,0,6140,649,497,114,Score
2190,4544,12,196,6703,2,6140,649,497,114,Score
2193,4572,17,196,0,0,6140,649,497,114,Score
2202,5007,29,196,34044,3,6140,649,497,114,Score
2204,5241,12,196,0,3,6140,649,497,114,Score
2205,5262,8,196,0,1,6140,649,497,114,Score
2209,5517,11,196,4417,2,6140,649,497,114,Score
2211,5912,7,196,1271,0,6140,649,497,114,Score
2212,6227,9,196,0,1,6140,649,497,114,Score
2217,13132,8,196,1019,7,6140,649,497,114,Score
2219,13197,17,196,8410,4,6140,649,497,114,Score
2223,13424,10,196,0,2,6140,649,497,114,Score
2226,15771,7,196,298,2,6140,649,497,114,Score
2227,22832,8,196,174,9,6140,649,497,114,Score
2237,34293,8,196,0,0,6140,649,497,114,Score
2246,49832,17,196,550,9,6140,649,497,114,Score
2277,51806,10,196,0,4,6140,649,497,114,Score
2281,59683,7,196,126,4,6140,649,497,114,Score
2287,61716,14,196,0,3,6140,649,497,114,Score
2293,63441,13,196,702,4,6140,649,497,114,Score
2299,65617,9,196,0,6,6140,649,497,114,Score
2306,96738,8,196,135,0,6140,649,497,114,Score
2307,96739,22,196,3695,0,6140,649,497,114,Score
2313,97397,9,196,0,11,6140,649,497,114,Score
2333,242,12,199,470,5,1815,188,149,3,Score
2334,389,12,199,0,0,1815,188,149,3,Score
2335,481,7,199,885,0,1815,188,149,3,Score
2337,1637,20,199,6142,1,1815,188,149,3,Score
2340,3841,10,199,131,1,1815,188,149,3,Score
2341,4383,8,199,1216,3,1815,188,149,3,Score
2342,4712,19,199,0,1,1815,188,149,3,Score
2343,4713,17,199,4854,0,1815,188,149,3,Score
2346,5344,40,199,16006,0,1815,188,149,3,Score
2349,5470,23,199,0,5,1815,188,149,3,Score
2354,7791,8,199,190,6,1815,188,149,3,Score
2355,11659,62,199,1865,3,1815,188,149,3,Score
2357,16390,25,199,12366,2,1815,188,149,3,Score
2362,22881,12,199,0,2,1815,188,149,3,Score
2370,63664,13,199,0,0,1815,188,149,3,Score
2373,232,12,103,0,2,261,34,41,1,Score
2385,7158,17,198,0,6,908,42,69,0,Score
2390,11092,8,198,0,0,908,42,69,0,Score
2398,48396,20,198,3162,5,908,42,69,0,Score
2402,286,12,211,0,0,586,11,0,0,Score
2403,291,7,211,0,0,586,11,0,0,Score
2405,294,25,211,0,0,586,11,0,0,Score
2411,253,7,215,0,0,2496,384,5,0,Score
2412,277,12,215,3033,0,2496,384,5,0,Score
2414,283,22,215,13685,0,2496,384,5,0,Score
2416,416,14,215,0,1,2496,384,5,0,Score
2418,427,14,215,0,0,2496,384,5,0,Score
2419,431,7,215,0,0,2496,384,5,0,Score
2420,434,24,215,0,4,2496,384,5,0,Score
2421,436,14,215,0,0,2496,384,5,0,Score
2423,438,10,215,0,1,2496,384,5,0,Score
2424,443,7,215,0,0,2496,384,5,0,Score
2426,446,7,215,0,0,2496,384,5,0,Score
2430,452,9,215,9951,4,2496,384,5,0,Score
2431,506,13,215,0,1,2496,384,5,0,Score
2432,507,12,215,3303,1,2496,384,5,0,Score
2433,551,36,215,0,4,2496,384,5,0,Score
2434,552,10,215,0,0,2496,384,5,0,Score
2436,554,10,215,0,0,2496,384,5,0,Score
2438,557,33,215,0,4,2496,384,5,0,Score
2439,561,12,215,0,0,2496,384,5,0,Score
2440,563,8,215,1855,5,2496,384,5,0,Score
2443,967,23,215,0,4,2496,384,5,0,Score
2445,256,14,217,1422,0,522,111,16,1,Score
2446,257,14,217,6700,1,522,111,16,1,Score
2447,258,14,217,780,0,522,111,16,1,Score
2448,259,12,217,0,5,522,111,16,1,Score
2449,260,12,217,0,1,522,111,16,1,Score
2452,1292,11,217,2663,0,522,111,16,1,Score
2454,6167,7,217,169,1,522,111,16,1,Score
2455,6963,10,217,483,6,522,111,16,1,Score
2457,267,7,194,4254,1,38,7,4,0,Score
2459,614,22,107,2267,6,160,14,20,3,Score
2470,7240,7,221,3077,1,615,77,95,0,Score
2475,19271,11,221,11637,4,615,77,95,0,Score
2476,19896,9,221,0,5,615,77,95,0,Score
2477,31087,13,221,0,0,615,77,95,0,Score
2479,321,10,220,1950,4,248,34,11,0,Score
2480,5962,8,220,864,9,248,34,11,0,Score
2486,298,55,125,67592,4,391,31,0,0,Score
2489,307,13,229,0,3,629,64,65,0,Score
2490,2335,8,229,1114,3,629,64,65,0,Score
2503,311,7,89,0,1,1281,105,61,4,Score
2504,338,7,89,0,2,1281,105,61,4,Score
2505,411,31,89,3293,8,1281,105,61,4,Score
2506,414,20,89,5291,0,1281,105,61,4,Score
2507,420,8,89,0,1,1281,105,61,4,Score
2508,675,49,89,0,5,1281,105,61,4,Score
2509,1365,8,89,0,3,1281,105,61,4,Score
2511,7269,8,89,0,1,1281,105,61,4,Score
2522,3316,11,226,834,0,1293,266,55,0,Score
2524,4034,12,226,1099,0,1293,266,55,0,Score
2525,4220,44,226,7814,3,1293,266,55,0,Score
2535,10465,14,226,0,3,1293,266,55,0,Score
2538,12619,8,226,0,0,1293,266,55,0,Score
2569,322,11,3807,1449,0,367,67,34,1,Score
2570,323,22,3807,0,2,367,67,34,1,Score
2571,324,9,3807,0,0,367,67,34,1,Score
2572,326,12,3807,0,1,367,67,34,1,Score
2574,354,8,3807,676,0,367,67,34,1,Score
2576,511,26,3807,0,0,367,67,34,1,Score
2583,29477,8,3807,3795,3,367,67,34,1,Score
2589,346,26,247,4873,2,898,104,82,3,Score
2591,525,9,247,0,0,898,104,82,3,Score
2596,1048,8,247,0,2,898,104,82,3,Score
2598,1318,7,247,0,2,898,104,82,3,Score
2604,7303,7,247,0,0,898,104,82,3,Score
2615,361,13,170,0,1,208,52,48,1,Score
2616,1268,10,170,2056,4,208,52,48,1,Score
2620,373,24,252,1439,2,315,40,8,0,Score
2622,375,7,252,437,1,315,40,8,0,Score
2626,386,10,223,0,5,4022,1471,345,19,Score
2627,393,26,223,0,2,4022,1471,345,19,Score
2630,480,14,223,1711,0,4022,1471,345,19,Score
2631,490,16,223,2262,2,4022,1471,345,19,Score
2632,595,7,223,0,5,4022,1471,345,19,Score
2638,726,124,223,34780,1,4022,1471,345,19,Score
2639,727,61,223,0,2,4022,1471,345,19,Score
2640,728,32,223,0,2,4022,1471,345,19,Score
2646,962,10,223,0,1,4022,1471,345,19,Score
2647,973,16,223,4214,2,4022,1471,345,19,Score
2649,1166,8,223,0,0,4022,1471,345,19,Score
2655,1449,27,223,0,0,4022,1471,345,19,Score
2656,1468,8,223,0,2,4022,1471,345,19,Score
2658,1539,10,223,0,4,4022,1471,345,19,Score
2660,1878,11,223,0,0,4022,1471,345,19,Score
2661,1947,13,223,0,1,4022,1471,345,19,Score
2668,4364,26,223,2469,0,4022,1471,345,19,Score
2670,4590,34,223,0,4,4022,1471,345,19,Score
2681,6229,12,223,0,2,4022,1471,345,19,Score
2685,6838,12,223,296,2,4022,1471,345,19,Score
2686,6988,12,223,0,0,4022,1471,345,19,Score
2696,8198,12,223,0,7,4022,1471,345,19,Score
2702,11445,11,223,0,0,4022,1471,345,19,Score
2707,11660,8,223,0,0,4022,1471,345,19,Score
2711,15004,8,223,0,0,4022,1471,345,19,Score
2715,18032,12,223,0,1,4022,1471,345,19,Score
2717,30299,9,223,0,0,4022,1471,345,19,Score
2718,31892,9,223,160,0,4022,1471,345,19,Score
2723,430,14,251,0,2,7931,984,819,0,Score
2726,476,7,251,0,0,7931,984,819,0,Score
2728,478,12,251,0,4,7931,984,819,0,Score
2730,533,7,251,0,1,7931,984,819,0,Score
2732,570,12,251,753,2,7931,984,819,0,Score
2733,572,14,251,0,0,7931,984,819,0,Score
2737,724,9,251,0,0,7931,984,819,0,Score
2739,732,57,251,0,4,7931,984,819,0,Score
2741,761,7,251,0,0,7931,984,819,0,Score
2746,937,7,251,0,0,7931,984,819,0,Score
2749,1056,10,251,0,0,7931,984,819,0,Score
2751,1058,9,251,0,0,7931,984,819,0,Score
2754,1151,10,251,0,2,7931,984,819,0,Score
2755,1154,9,251,0,0,7931,984,819,0,Score
2762,1452,15,251,0,8,7931,984,819,0,Score
2764,1456,8,251,0,4,7931,984,819,0,Score
2770,1532,15,251,0,2,7931,984,819,0,Score
2772,1582,11,251,0,3,7931,984,819,0,Score
2776,1632,164,251,0,5,7931,984,819,0,Score
2778,1730,7,251,0,1,7931,984,819,0,Score
2782,1922,8,251,0,1,7931,984,819,0,Score
2783,1928,11,251,0,1,7931,984,819,0,Score
2784,1940,7,251,0,1,7931,984,819,0,Score
2789,1997,13,251,0,3,7931,984,819,0,Score
2790,2036,7,251,0,9,7931,984,819,0,Score
2797,2599,12,251,0,3,7931,984,819,0,Score
2800,2629,17,251,0,4,7931,984,819,0,Score
2802,2645,28,251,0,2,7931,984,819,0,Score
2809,2931,11,251,0,1,7931,984,819,0,Score
2810,3071,8,251,0,1,7931,984,819,0,Score
2812,3144,7,251,0,3,7931,984,819,0,Score
2813,3159,7,251,0,3,7931,984,819,0,Score
2816,3246,17,251,0,5,7931,984,819,0,Score
2817,3257,17,251,0,2,7931,984,819,0,Score
2819,3325,7,251,0,0,7931,984,819,0,Score
2821,3403,8,251,0,6,7931,984,819,0,Score
2822,3422,8,251,0,3,7931,984,819,0,Score
2823,3444,7,251,0,1,7931,984,819,0,Score
2827,3477,20,251,0,0,7931,984,819,0,Score
2831,3545,12,251,0,0,7931,984,819,0,Score
2835,3622,7,251,0,0,7931,984,819,0,Score
2839,3683,10,251,0,2,7931,984,819,0,Score
2840,3697,19,251,0,3,7931,984,819,0,Score
2847,3802,9,251,0,1,7931,984,819,0,Score
2849,3863,15,251,0,2,7931,984,819,0,Score
2850,4095,12,251,0,2,7931,984,819,0,Score
2853,400,10,210,0,3,337,47,32,1,Score
2855,492,10,210,534,3,337,47,32,1,Score
2864,406,11,256,0,0,171,6,2,0,Score
2868,421,52,219,11458,4,184,119,2,0,Score
2869,899,11,219,860,3,184,119,2,0,Score
2871,418,13,77,1382,1,260,8,36,0,Score
2873,3215,8,77,758,4,260,8,36,0,Score
2875,439,8,30,0,1,2185,312,40,3,Score
2876,600,8,30,0,2,2185,312,40,3,Score
2878,606,11,30,0,0,2185,312,40,3,Score
2879,607,70,30,0,1,2185,312,40,3,Score
2880,613,9,30,0,4,2185,312,40,3,Score
2882,635,13,30,0,1,2185,312,40,3,Score
2883,841,14,30,1016,2,2185,312,40,3,Score
2884,1100,8,30,0,0,2185,312,40,3,Score
2886,2772,15,30,1544,5,2185,312,40,3,Score
2891,4267,11,30,1166,1,2185,312,40,3,Score
2895,6421,29,30,1806,5,2185,312,40,3,Score
2896,6710,8,30,0,1,2185,312,40,3,Score
2900,7860,21,30,1926,1,2185,312,40,3,Score
2902,10478,7,30,638,3,2185,312,40,3,Score
2903,10806,7,30,380,3,2185,312,40,3,Score
2905,11872,12,30,1210,0,2185,312,40,3,Score
2906,12281,9,30,268,10,2185,312,40,3,Score
2907,12880,7,30,0,0,2185,312,40,3,Score
2908,13483,8,30,0,0,2185,312,40,3,Score
2911,16961,74,30,0,6,2185,312,40,3,Score
2914,459,7,259,367,0,138,6,3,0,Score
2918,471,14,168,0,1,147,61,8,1,Score
2930,538,23,260,0,5,526,24,2,0,Score
2931,874,9,260,0,0,526,24,2,0,Score
2936,1064,51,253,0,2,5309,1147,1160,5,Score
2939,1254,14,253,0,1,5309,1147,1160,5,Score
2941,1266,10,253,7210,3,5309,1147,1160,5,Score
2944,1375,18,253,0,1,5309,1147,1160,5,Score
2945,1455,7,253,2435,0,5309,1147,1160,5,Score
2946,1761,22,253,2240,0,5309,1147,1160,5,Score
2948,1866,11,253,1702,0,5309,1147,1160,5,Score
2955,2062,8,253,0,1,5309,1147,1160,5,Score
2957,2087,14,253,0,2,5309,1147,1160,5,Score
2959,2234,34,253,4337,4,5309,1147,1160,5,Score
2961,2410,8,253,541,0,5309,1147,1160,5,Score
2966,3035,63,253,0,0,5309,1147,1160,5,Score
2967,3036,55,253,0,3,5309,1147,1160,5,Score
2972,3196,8,253,0,2,5309,1147,1160,5,Score
2973,3248,10,253,0,2,5309,1147,1160,5,Score
2975,3262,23,253,2923,0,5309,1147,1160,5,Score
2977,3425,17,253,5446,3,5309,1147,1160,5,Score
2980,3458,16,253,1518,1,5309,1147,1160,5,Score
2982,3925,13,253,0,2,5309,1147,1160,5,Score
2983,3931,28,253,8386,2,5309,1147,1160,5,Score
2984,3943,23,253,19094,0,5309,1147,1160,5,Score
2986,4013,8,253,1462,1,5309,1147,1160,5,Score
2987,4041,16,253,0,6,5309,1147,1160,5,Score
2988,4062,9,253,3567,4,5309,1147,1160,5,Score
2989,4165,9,253,2030,1,5309,1147,1160,5,Score
2991,4335,27,253,1084,2,5309,1147,1160,5,Score
2994,4474,7,253,0,2,5309,1147,1160,5,Score
2997,4812,10,253,2033,3,5309,1147,1160,5,Score
2999,4818,7,253,1467,0,5309,1147,1160,5,Score
3002,4962,10,253,0,1,5309,1147,1160,5,Score
3003,5278,41,253,3963,3,5309,1147,1160,5,Score
3004,5362,9,253,0,3,5309,1147,1160,5,Score
3006,5617,9,253,15051,3,5309,1147,1160,5,Score
3010,5937,19,253,6896,2,5309,1147,1160,5,Score
3013,6268,8,253,460,2,5309,1147,1160,5,Score
3014,6375,12,253,454,2,5309,1147,1160,5,Score
3015,6478,8,253,3627,2,5309,1147,1160,5,Score
3017,6581,13,253,10961,0,5309,1147,1160,5,Score
3018,6912,8,253,1626,0,5309,1147,1160,5,Score
3020,7048,14,253,769,1,5309,1147,1160,5,Score
3026,9131,9,253,1442,6,5309,1147,1160,5,Score
3030,10871,7,253,249,6,5309,1147,1160,5,Score
3031,10874,7,253,278,7,5309,1147,1160,5,Score
3033,11266,11,253,642,0,5309,1147,1160,5,Score
3038,12029,9,253,1321,2,5309,1147,1160,5,Score
3051,15743,9,253,0,0,5309,1147,1160,5,Score
3058,19195,9,253,940,0,5309,1147,1160,5,Score
3060,19291,14,253,870,0,5309,1147,1160,5,Score
3061,19319,9,253,1828,2,5309,1147,1160,5,Score
3064,19425,7,253,358,0,5309,1147,1160,5,Score
3067,19681,15,253,8366,3,5309,1147,1160,5,Score
3068,20032,13,253,1839,0,5309,1147,1160,5,Score
3077,25226,44,253,0,1,5309,1147,1160,5,Score
3080,29271,15,253,6025,0,5309,1147,1160,5,Score
3082,31284,11,253,845,1,5309,1147,1160,5,Score
3083,32292,8,253,200,4,5309,1147,1160,5,Score
3087,34325,10,253,1525,4,5309,1147,1160,5,Score
3090,35711,25,253,3332,4,5309,1147,1160,5,Score
3092,41189,28,253,0,0,5309,1147,1160,5,Score
3095,41851,10,253,178,4,5309,1147,1160,5,Score
3112,486,17,266,23985,4,1272,335,108,1,Score
3113,487,9,266,0,1,1272,335,108,1,Score
3115,510,35,266,0,0,1272,335,108,1,Score
3118,2270,8,266,0,1,1272,335,108,1,Score
3121,2697,47,266,0,4,1272,335,108,1,Score
3125,5926,9,266,4810,3,1272,335,108,1,Score
3127,10975,11,266,6654,3,1272,335,108,1,Score
3131,12127,13,266,0,3,1272,335,108,1,Score
3136,26295,10,266,0,0,1272,335,108,1,Score
3139,31638,8,266,0,0,1272,335,108,1,Score
3149,499,17,267,478,0,91,17,4,0,Score
3150,512,8,33,0,2,221,11,2,0,Score
3152,515,8,270,0,1,229,25,4,0,Score
3168,80196,13,273,393,1,1384,87,17,0,Score
3170,80403,12,273,0,3,1384,87,17,0,Score
3178,81552,8,273,206,13,1384,87,17,0,Score
3201,86767,27,273,601,1,1384,87,17,0,Score
3203,567,11,92,0,1,31,5,3,0,Score
3212,594,12,240,273,1,281,31,8,0,Score
3219,604,7,165,480,6,36,2,1,0,Score
3220,627,10,236,0,0,221,9,8,0,Score
3221,893,12,236,0,2,221,9,8,0,Score
3222,1377,30,236,0,1,221,9,8,0,Score
3223,643,21,7,1582,2,429,56,20,0,Score
3224,2695,26,7,0,4,429,56,20,0,Score
3229,645,11,9426,2750,1,407,57,48,5,Score
3230,652,16,9426,16577,12,407,57,48,5,Score
3232,2702,7,9426,0,1,407,57,48,5,Score
3233,20676,7,9426,360,0,407,57,48,5,Score
3238,66315,15,9426,755,6,407,57,48,5,Score
3247,646,9,302,0,1,246,36,17,1,Score
3248,671,7,302,0,0,246,36,17,1,Score
3254,3595,20,315,7263,2,611,49,2,0,Score
3256,4053,14,315,438,3,611,49,2,0,Score
3257,23333,13,315,0,3,611,49,2,0,Score
3258,23336,7,315,0,2,611,49,2,0,Score
3264,44204,17,315,5956,1,611,49,2,0,Score
3273,660,7,292,510,3,138,13,15,4,Score
3274,661,7,319,0,0,1994,523,62,0,Score
3275,662,8,319,0,0,1994,523,62,0,Score
3276,663,17,319,0,2,1994,523,62,0,Score
3280,693,32,319,0,1,1994,523,62,0,Score
3281,744,115,319,0,6,1994,523,62,0,Score
3283,927,17,319,778,0,1994,523,62,0,Score
3286,1170,40,319,0,5,1994,523,62,0,Score
3290,1426,28,319,0,0,1994,523,62,0,Score
3291,1476,18,319,0,2,1994,523,62,0,Score
3293,1600,20,319,0,1,1994,523,62,0,Score
3294,2308,7,319,0,0,1994,523,62,0,Score
3295,2565,8,319,0,1,1994,523,62,0,Score
3297,2899,7,319,0,0,1994,523,62,0,Score
3298,2908,23,319,0,3,1994,523,62,0,Score
3303,6518,15,319,287,0,1994,523,62,0,Score
3304,7029,21,319,966,5,1994,523,62,0,Score
3306,9695,18,319,574,1,1994,523,62,0,Score
3309,665,39,327,11200,0,303,36,0,0,Score
3310,685,-3,327,288,5,303,36,0,0,Score
3312,672,21,333,5405,2,1233,104,75,4,Score
3313,3892,9,333,869,0,1233,104,75,4,Score
3315,7070,10,333,8585,0,1233,104,75,4,Score
3319,9358,12,333,5656,0,1233,104,75,4,Score
3325,11064,16,333,2765,0,1233,104,75,4,Score
3326,11109,28,333,8108,1,1233,104,75,4,Score
3335,12525,15,333,5250,0,1233,104,75,4,Score
3344,12857,10,333,2000,0,1233,104,75,4,Score
3349,14175,8,333,688,0,1233,104,75,4,Score
3353,17391,7,333,8341,2,1233,104,75,4,Score
3363,1738,8,279,0,0,6176,374,578,8,Score
3364,1739,10,279,0,2,6176,374,578,8,Score
3383,5325,17,279,0,3,6176,374,578,8,Score
3386,5437,8,279,0,4,6176,374,578,8,Score
3399,8768,9,279,0,10,6176,374,578,8,Score
3400,9007,17,279,0,1,6176,374,578,8,Score
3410,10107,7,279,0,0,6176,374,578,8,Score
3414,10445,7,279,0,4,6176,374,578,8,Score
3419,11316,12,279,0,2,6176,374,578,8,Score
3423,14468,7,279,0,1,6176,374,578,8,Score
3439,17270,7,279,0,1,6176,374,578,8,Score
3449,24252,7,279,0,1,6176,374,578,8,Score
3464,27787,7,279,0,3,6176,374,578,8,Score
3467,28754,11,279,0,1,6176,374,578,8,Score
3471,32042,8,279,0,5,6176,374,578,8,Score
3513,686,8,339,0,1,3039,363,125,0,Score
3514,749,11,339,0,2,3039,363,125,0,Score
3516,971,10,339,0,3,3039,363,125,0,Score
3518,1181,9,339,0,2,3039,363,125,0,Score
3519,1353,10,339,0,0,3039,363,125,0,Score
3523,1547,7,339,0,0,3039,363,125,0,Score
3524,1584,12,339,0,0,3039,363,125,0,Score
3525,1713,9,339,2141,0,3039,363,125,0,Score
3527,1769,7,339,0,1,3039,363,125,0,Score
3530,1845,14,339,0,3,3039,363,125,0,Score
3533,2096,9,339,0,1,3039,363,125,0,Score
3534,2135,8,339,0,1,3039,363,125,0,Score
3535,2153,21,339,0,1,3039,363,125,0,Score
3538,2218,20,339,0,2,3039,363,125,0,Score
3539,2220,7,339,2133,0,3039,363,125,0,Score
3550,4907,9,339,0,3,3039,363,125,0,Score
3553,5378,10,339,0,2,3039,363,125,0,Score
3557,5952,8,339,2663,0,3039,363,125,0,Score
3558,6060,8,339,0,2,3039,363,125,0,Score
3560,6214,11,339,2218,0,3039,363,125,0,Score
3562,6862,9,339,0,1,3039,363,125,0,Score
3563,7082,7,339,0,7,3039,363,125,0,Score
3566,9500,8,339,6776,7,3039,363,125,0,Score
3574,691,8,352,0,0,793,99,236,2,Score
3575,699,7,352,0,0,793,99,236,2,Score
3578,1406,19,352,0,7,793,99,236,2,Score
3581,2232,21,352,0,3,793,99,236,2,Score
3588,3220,9,352,0,0,793,99,236,2,Score
3601,706,8,378,0,2,316,6,2,0,Score
3606,1212,10,25692,0,1,408,27,0,0,Score
3607,1213,47,25692,0,1,408,27,0,0,Score
3627,709,8,401,0,3,6906,1070,394,6,Score
3628,711,7,401,0,5,6906,1070,394,6,Score
3637,2929,7,401,0,10,6906,1070,394,6,Score
3645,3670,9,401,0,0,6906,1070,394,6,Score
